DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	size
G000245715	5812362
G000245755	2096464
G000245775	2562512
G000245795	1717767
G000245815	1862135
G000246735	2064136
G000246855	9033684
G000246875	4992811
G000246895	3970278
G000246925	1885265
G000246945	3458160
G000246985	2215172
G000247475	5505000
G000247525	3454940
G000247545	2452920
G000247565	719535
G000247605	4044777
G000247645	3109262
G000247715	5844299
G000247895	5735978
G000247995	3544917
G000248015	4495280
G000248055	4952979
G000248095	2434610
G000250635	4400185
G000250655	8739048
G000250675	9436348
G000250735	4543205
G000250875	2376899
G000251105	2378438
G000252125	3934101
G000252165	3076861
G000252425	7519305
G000252445	4406036
G000252465	5862550
G000252485	5686559
G000252525	1250389
G000252625	2817512
G000252665	1270266
G000252685	1135256
G000252705	951018
G000252725	1342792
G000252745	928724
G000252765	1529780
G000252785	1566160
G000252855	2164087
G000252955	4587917
G000253015	1522743
G000253035	3072383
G000253055	1841542
G000253115	3785534
G000253175	4625880
G000253235	8226158
G000253275	3563292
G000253295	4757528
G000253395	1929905
G000255115	4991181
G000255135	2244793
G000255295	10080619
G000255355	1417115
G000255455	4257070
G000255495	2195706
G000255535	5656799
G000255555	3453898
G000255655	8702386
G000255705	10086423
G000255935	2337657
G000257395	1727973
G000257665	1359862
G000257745	4434836
G000258175	4776006
G000258385	2337628
G000258405	3658997
G000258425	1319206
G000258495	5141552
G000258515	1764559
G000258765	2981404
G000259075	4982627
G000259095	4598615
G000259155	2402956
G000259175	4402109
G000259255	1960111
G000259275	1847790
G000259485	2107814
G000259575	4307745
G000260115	4508243
G000260135	4691711
G000260275	2454960
G000260455	2398051
G000260635	2286440
G000260835	3086951
G000260965	2745290
G000260985	3137191
G000261025	2699437
G000261285	2101432
G000261485	5964336
G000262205	1847202
G000262225	2110802
G000262245	2253160
G000262305	4158725
G000262365	2605306
G000262405	7082538
G000262545	2521238
G000262715	632588
G000263195	5220361
G000263355	4850682
G000263735	1736885
G000264055	3955605
G000264315	3879600
G000264335	4239760
G000264455	6512983
G000264495	1356318
G000264605	3346464
G000264625	2060559
G000265075	3633701
G000265245	3561919
G000265295	2510109
G000265365	3734239
G000265385	3520671
G000265405	4196595
G000265465	2399175
G000265505	4919337
G000265525	1950313
G000265545	2293464
G000266885	4409302
G000266905	6342624
G000266925	2160700
G000266945	6527027
G000269565	3861289
G000269605	1550817
G000269805	3371034
G000269865	3736359
G000269905	2908057
G000269945	1963964
G000269985	8783278
G000270085	1787941
G000270145	2362241
G000270185	2068732
G000270205	1620005
G000270245	5683123
G000270265	3571103
G000270285	3123671
G000270305	2835737
G000270325	1680938
G000270385	1169374
G000270405	1172197
G000270425	1172182
G000270445	1172032
G000271305	5193926
G000271425	3464338
G000271445	3426323
G000271665	5380816
G000271925	2590781
G000272005	3491709
G000272025	3829108
G000272145	4239624
G000272475	4539029
G000273375	1834009
G000274045	1647774
G000274085	1637692
G000274945	1650078
G000275605	1909827
G000275725	3693745
G000275785	3931278
G000275825	4495250
G000275865	2475100
G000276685	1732123
G000276805	4889582
G000276965	2080587
G000277005	4537217
G000277125	5402402
G000277715	3449360
G000277755	2008345
G000278115	2147644
G000278135	1970822
G000278155	1810183
G000278195	1956558
G000278215	2170653
G000278255	1571225
G000278275	2260792
G000278295	2015681
G000279145	3300414
G000279995	2254945
G000280015	1673902
G000281085	5032676
G000281175	5144873
G000282075	6279079
G000282595	4997302
G000282775	4626799
G000282995	3007775
G000283015	3384849
G000283235	4475912
G000283315	6931767
G000283335	4492306
G000283495	2474718
G000283515	4348133
G000283555	1515556
G000283575	4470622
G000283595	1283087
G000283615	2562720
G000283655	6846400
G000283855	1278719
G000283915	1150228
G000284015	4875340
G000284035	6194645
G000284075	1305467
G000284095	3631933
G000284115	3884382
G000284135	3570004
G000284155	1323280
G000284215	3570103
G000284235	2947662
G000284255	5043253
G000284295	8773466
G000284315	2559538
G000284335	1558103
G000284375	9207384
G000284415	3876289
G000284435	1586397
G000284455	3570114
G000284515	4170008
G000284615	3989480
G000284835	2846106
G000285455	3489612
G000285495	3593561
G000285515	5614755
G000285535	4657724
G000285555	3230817
G000285575	3925888
G000285595	2986769
G000285795	2641408
G000285835	3427329
G000285915	2349262
G000286075	2062017
G000286115	1808452
G000286215	1759113
G000286315	4115384
G000286335	2559484
G000286395	2786799
G000286435	3799539
G000286635	2042594
G000286895	5629095
G000287055	4418179
G000287335	1441139
G000287355	1121596
G000287635	3164912
G000287655	2336249
G000291295	5635174
G000291785	765485
G000291825	841756
G000291945	766829
G000292245	4370295
G000293175	2785060
G000293785	4831432
G000293805	6834602
G000293845	1923658
G000294515	5848211
G000294575	1163583
G000294655	3805617
G000294675	2967160
G000294715	1587646
G000294775	5848607
G000295095	2932944
G000295715	2565675
G000295935	5036047
G000296385	2932121
G000296405	2118285
G000296445	2119335
G000296465	3443906
G000296485	2143714
G000296505	1967755
G000296695	3987205
G000296715	6589487
G000296775	2125769
G000296795	4087350
G000296815	7626970
G000296835	1928135
G000296855	1927182
G000297025	1905398
G000297055	3217213
G000297095	3790289
G000297115	2638447
G000297135	619851
G000297215	3029115
G000297255	3888104
G000297395	7325824
G000297435	4693747
G000297495	3139099
G000297555	3825949
G000297775	2725870
G000297855	4136542
G000297875	4227641
G000298075	2366595
G000298115	2563168
G000298175	3541124
G000298195	6434991
G000298215	4847237
G000298295	4842844
G000298375	1179551
G000298415	1147152
G000298435	1175981
G000298455	1164938
G000298475	1148342
G000298495	1168938
G000298515	1179818
G000298535	1175702
G000298555	1168986
G000299095	1343202
G000299115	1410127
G000299235	2406157
G000299335	4168427
G000299355	3108248
G000299365	1639964
G000299395	1690905
G000299455	5437407
G000299575	2897133
G000299875	4333597
G000299895	2899282
G000299915	4062282
G000299935	3952792
G000300005	4928223
G000300045	902789
G000300075	351658
G000300115	9975142
G000300135	1773468
G000300195	4308385
G000300235	4768950
G000300255	1666795
G000300275	4380232
G000300295	3450064
G000300335	4466205
G000300455	4902027
G000300515	4992479
G000300695	597245
G000300815	3910429
G000300855	5085061
G000300875	3572447
G000300995	3664876
G000301035	1897623
G000301055	1766666
G000301075	2332784
G000302455	2684267
G000302495	1836691
G000302595	4228921
G000302695	4616889
G000303025	2039066
G000303155	2833868
G000304215	2167304
G000304275	4188061
G000304335	3952501
G000304355	2789774
G000304395	4612407
G000304455	944930
G000304635	7149689
G000304715	1261842
G000304735	905471
G000305495	4590454
G000305785	4300227
G000305935	2939057
G000306115	4400835
G000306195	4938803
G000306255	4710917
G000306725	3072769
G000306765	3904707
G000306785	5575517
G000306885	957990
G000306965	3836603
G000307105	5197905
G000307165	2569486
G000307245	4500574
G000307265	3108242
G000307285	921043
G000307305	3827067
G000307375	4629061
G000307855	4223247
G000307875	5371144
G000307915	6089210
G000307995	4994942
G000308055	1864179
G000308195	3916977
G000308215	2620233
G000308255	2366094
G000308275	1713902
G000308295	5334146
G000308315	3374751
G000308355	6954782
G000308395	2406624
G000308495	7007170
G000308515	7492940
G000308595	6980705
G000308615	10445918
G000308635	7482555
G000308655	8224214
G000308675	6001070
G000308695	8033873
G000308715	9731570
G000308755	7588197
G000308795	6821826
G000308835	10155283
G000308855	6785212
G000308875	8383303
G000309075	1469252
G000309315	4106353
G000309385	6891283
G000309425	1840757
G000309465	631440
G000309485	583806
G000309565	2907892
G000309585	3215878
G000309605	3011496
G000309705	3071147
G000309765	2951397
G000309865	2420154
G000309885	2401329
G000309945	5530491
G000310145	4314265
G000310185	4280700
G000310245	2360313
G000311725	4967913
G000311745	2037171
G000311765	3816232
G000311785	5060362
G000311825	2101866
G000311845	2280503
G000311865	1773998
G000311905	1444107
G000311925	3163675
G000311985	1770670
G000312005	3410512
G000312025	1758598
G000312045	4188269
G000312105	3322119
G000312125	3009940
G000312145	4017609
G000312165	5300338
G000312185	5185041
G000312205	4801899
G000312245	5051045
G000312265	5011016
G000312285	4755998
G000312325	2375244
G000312345	2590418
G000312365	2265938
G000312385	4503402
G000312405	2013830
G000312425	5792259
G000312445	2536876
G000312505	1709677
G000312525	2053511
G000312545	2002317
G000312565	2158445
G000312605	2008186
G000312665	6461927
G000312705	5305675
G000312725	4262564
G000313175	3983611
G000313345	3826547
G000313385	1886888
G000313565	3615034
G000313915	1285866
G000314005	5323600
G000314405	1505418
G000314575	3664641
G000314675	5261968
G000314735	4203290
G000314895	3896123
G000314935	5654924
G000314955	5265460
G000314975	4842140
G000314995	5964456
G000315015	5055761
G000315035	4360693
G000315055	5239503
G000315075	5335596
G000315095	3810257
G000315235	3833720
G000315365	2695031
G000315445	1806596
G000315465	2032016
G000315485	7087734
G000315505	2324129
G000315525	5532579
G000315565	6465655
G000315585	8008257
G000315795	4952465
G000316115	9422968
G000316515	3342364
G000316575	7023215
G000316605	5125950
G000316625	6329823
G000316645	6718869
G000316665	8728773
G000316685	3720499
G000317025	4986817
G000317045	4681111
G000317065	4885680
G000317085	3583735
G000317105	7804270
G000317125	6689401
G000317145	6761765
G000317205	6902954
G000317225	5438272
G000317245	7360256
G000317265	7649851
G000317285	7751745
G000317305	5421267
G000317435	6960392
G000317475	8272254
G000317495	5620407
G000317515	7966510
G000317535	7610589
G000317555	5882710
G000317575	5544990
G000317595	10403856
G000317615	3781008
G000317635	4179170
G000317655	3163381
G000317675	4176973
G000317795	1546846
G000317835	4513714
G000317855	2179445
G000317895	3988594
G000317935	4899574
G000317975	3650416
G000317995	1178564
G000318015	5264383
G000318095	2553017
G000318135	2809576
G000318255	2634285
G000318295	3218123
G000318335	1901306
G000319245	820037
G000319385	1481191
G000319575	1739487
G000320345	1352640
G000320365	2084664
G000320405	3553721
G000320465	4427639
G000320945	2999966
G000321025	1851340
G000321165	2331554
G000321185	4588940
G000321205	2772824
G000321415	4002350
G000323285	4591472
G000323565	4344510
G000323585	4423715
G000323645	4366271
G000323725	4413119
G000323785	4588735
G000323825	4366616
G000324005	4341435
G000324145	4571405
G000324265	4360492
G000324305	4340671
G000324445	4358986
G000324485	4264825
G000324505	4384955
G000324625	4520971
G000324685	4389464
G000324725	4410882
G000324905	4552418
G000324985	4399336
G000325085	4509469
G000325145	4383307
G000325165	4399142
G000325245	4453871
G000325265	4368072
G000325285	4365909
G000325665	2555556
G000325705	5608040
G000325745	1504659
G000327045	4137521
G000327285	3811476
G000327485	2820858
G000327505	1437090
G000328305	4348607
G000328565	7221766
G000328625	2649255
G000328665	2714013
G000328685	4314118
G000328705	9360653
G000328765	2761252
G000328945	1650825
G000330705	2669034
G000330725	4854424
G000330745	7488930
G000330885	6686334
G000330925	4849611
G000331005	10825282
G000331025	3708362
G000331105	6937263
G000331225	3131544
G000331245	3616216
G000331285	2899072
G000331305	11584393
G000331515	5536962
G000331535	6737864
G000331575	3575797
G000331595	1240904
G000331715	1719192
G000331735	10350586
G000331995	2974379
G000332035	4025114
G000332055	5929641
G000332075	4908825
G000332095	5776957
G000332115	3914632
G000332135	5886741
G000332155	6894060
G000332175	5621883
G000332195	7386997
G000332215	5476421
G000332235	4263418
G000332255	4903153
G000332275	5066637
G000332295	5742264
G000332315	5646343
G000332335	8594406
G000332355	6152351
G000332515	4081981
G000332585	4858867
G000332735	2560716
G000332875	2772228
G000332975	5092029
G000332995	4915471
G000333015	3489460
G000333035	4140890
G000333235	4046270
G000333295	5391770
G000333335	4878673
G000333355	4165754
G000333395	3653363
G000333435	4234091
G000333455	5516813
G000333615	4936752
G000333895	5555590
G000334155	3856255
G000334215	2847098
G000334405	638184
G000334455	5375815
G000334895	3476728
G000334955	2123894
G000335475	12282374
G000335715	3765366
G000335815	7114674
G000336255	5272860
G000336495	4008085
G000336555	4399548
G000336655	4338576
G000336675	3419074
G000336695	2991556
G000336715	4052434
G000336755	3952136
G000336875	3682872
G000336915	3449700
G000336935	4199784
G000336995	3108525
G000337035	3645313
G000337095	4384515
G000337195	4190799
G000337215	4588634
G000337275	4405164
G000337355	3619738
G000337375	3425042
G000337415	3328860
G000337455	4694889
G000337475	3522035
G000337515	3238452
G000337555	4404175
G000337575	4159606
G000337675	4416525
G000337695	4496185
G000337715	4111275
G000337735	3460288
G000337755	4404932
G000337775	3923205
G000337815	3368982
G000337895	3688747
G000338055	3257466
G000338295	7191307
G000338695	1163362
G000338775	2223983
G000340315	2176362
G000340375	1945158
G000340435	4235765
G000340565	5462271
G000340785	3949306
G000340795	833125
G000340825	821930
G000340865	810172
G000340885	6666445
G000340905	822140
G000340965	5312089
G000341005	5209552
G000341025	5808301
G000341065	6263929
G000341085	7352287
G000341105	6909969
G000341125	6325274
G000341145	5330432
G000341165	6041741
G000341185	6908750
G000341205	6404110
G000341345	3222008
G000341355	1596490
G000341385	1802699
G000341395	4023512
G000341545	3077713
G000341655	1431902
G000341695	1452335
G000341715	3427949
G000341735	5067278
G000341755	711370
G000341795	5824349
G000341895	3646098
G000342045	4870514
G000342125	7477811
G000342165	3253933
G000342725	4400994
G000344135	4465464
G000344155	4632332
G000344275	2184662
G000344615	6265216
G000344725	4971228
G000344785	2928683
G000344805	8264165
G000346255	6020449
G000346295	8874084
G000346315	7446194
G000346425	8777069
G000346485	12294410
G000346505	8186686
G000346595	1268237
G000346615	4805588
G000347015	4289160
G000347175	4436408
G000347575	2252356
G000347595	2407846
G000347635	5413691
G000347695	2291643
G000347775	4033468
G000347835	1976204
G000347915	2037184
G000348525	2668385
G000348685	3055484
G000348725	2657893
G000348785	4830181
G000348805	632490
G000348905	3207463
G000348925	4759956
G000348945	4319900
G000349205	2637625
G000349325	9555950
G000349545	3317267
G000349565	3705324
G000349585	3927728
G000349725	2351656
G000349745	280663
G000349845	5696307
G000349945	5818755
G000349975	2240130
G000350105	3243759
G000350125	2212909
G000350145	4282232
G000350165	2873865
G000350305	1461105
G000350485	6415858
G000350525	3185418
G000350605	4545395
G000353285	7262454
G000353565	5155092
G000354175	5146637
G000355675	3920328
G000355765	3107181
G000355905	3311768
G000359605	3034425
G000363885	1207361
G000364165	2912727
G000364225	6508819
G000364325	1706966
G000364425	566694
G000364605	4434130
G000364625	3752096
G000364745	2465177
G000364865	2214851
G000365025	2769471
G000367205	2526138
G000367345	4486420
G000367525	3174691
G000367925	3657694
G000368025	2912642
G000368565	4595172
G000368585	3458264
G000368625	3394558
G000368825	3535739
G000368865	3388822
G000368905	3195486
G000368925	5026532
G000369005	3563334
G000369105	3218415
G000369145	3301256
G000371425	4803668
G000371465	3505620
G000371705	6377378
G000371785	5353291
G000371805	1249385
G000371825	792980
G000371925	3923954
G000372025	778696
G000372065	2311610
G000372085	1960866
G000372125	979689
G000372165	1456231
G000372185	1138490
G000372225	2077614
G000372265	695943
G000372285	3647669
G000372385	2545566
G000372405	2356678
G000372425	1847340
