DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	completeness
G001299455	98.95
G001299475	99.3
G001302225	95.9
G001302245	100.0
G001302425	88.14
G001302565	99.51
G001302585	99.82
G001302685	46.32
G001302725	56.35
G001302765	38.96
G001302805	51.23
G001302825	82.95
G001302835	63.74
G001302865	77.23
G001302985	62.58
G001303045	53.88
G001303065	61.24
G001303105	73.56
G001303125	53.52
G001303185	69.11
G001303225	75.6
G001303465	71.59
G001303565	49.84
G001303625	24.97
G001303695	70.82
G001303705	91.21
G001303745	65.66
G001303785	93.41
G001303875	99.55
G001303955	87.83
G001304015	94.44
G001304035	57.46
G001304045	54.94
G001304075	52.49
G001304105	85.66
G001304155	73.43
G001304185	84.62
G001304255	27.12
G001304275	48.76
G001304315	86.05
G001304335	82.97
G001304345	37.79
G001304365	61.93
G001304495	41.53
G001304505	89.72
G001304615	99.84
G001305055	96.81
G001305115	95.92
G001305135	98.43
G001305295	100.0
G001305515	98.63
G001305575	98.81
G001305595	100.0
G001305615	99.39
G001305655	98.23
G001305965	99.26
G001306055	92.73
G001306095	99.09
G001306115	94.55
G001306135	99.09
G001306145	92.73
G001306415	98.68
G001306455	98.66
G001306895	100.0
G001306995	99.66
G001307035	99.08
G001307195	99.66
G001307545	99.81
G001307765	99.6
G001307855	99.53
G001308005	100.0
G001308105	99.26
G001308145	98.77
G001308895	99.34
G001310225	98.68
G001310255	99.57
G001310275	99.31
G001310395	97.85
G001310455	94.76
G001310595	91.92
G001310615	93.53
G001310795	84.14
G001310815	94.95
G001310955	99.46
G001311035	98.83
G001311075	94.77
G001311175	92.84
G001311195	93.48
G001311215	89.44
G001311255	89.63
G001311355	93.14
G001311375	93.99
G001311565	71.18
G001311645	90.83
G001311725	87.56
G001311785	94.62
G001311825	97.66
G001311845	94.35
G001311885	96.92
G001311905	87.28
G001311925	98.43
G001311945	29.1
G001312005	95.02
G001312345	84.24
G001312505	96.15
G001312805	37.45
G001312845	94.22
G001312865	95.51
G001312925	85.53
G001313065	84.86
G001313185	93.02
G001313205	89.78
G001313225	94.08
G001314225	98.7
G001314305	99.5
G001314325	99.64
G001314545	95.9
G001314555	99.08
G001314745	93.46
G001314815	92.36
G001314865	99.18
G001314905	98.01
G001314945	98.07
G001314975	99.41
G001314995	99.46
G001315015	100.0
G001315205	96.73
G001315825	95.34
G001315945	85.25
G001315965	73.55
G001315985	90.87
G001316005	93.14
G001316025	94.61
G001316045	93.21
G001316065	94.81
G001316085	98.21
G001316125	90.51
G001316145	90.87
G001316225	77.99
G001316245	93.75
G001316265	91.31
G001316285	92.22
G001316305	93.85
G001316325	91.82
G001316435	98.6
G001317315	96.73
G001317345	98.51
G001317355	99.19
G001318295	89.86
G001318345	99.26
G001318385	99.78
G001318405	99.17
G001321825	30.45
G001321835	53.77
G001368755	99.18
G001368815	99.34
G001373415	100.0
G001375495	99.51
G001375555	95.51
G001375675	98.03
G001399455	99.7
G001399675	98.8
G001399695	97.15
G001399705	90.4
G001399755	98.32
G001399775	100.0
G001399795	93.77
G001399805	91.59
G001401455	99.49
G001401465	97.89
G001401475	99.49
G001401485	100.0
G001401775	99.57
G001401795	100.0
G001402795	99.06
G001402855	99.84
G001402875	96.77
G001402935	98.78
G001402945	98.37
G001403595	99.5
G001403615	99.19
G001403635	98.25
G001403735	99.15
G001403775	94.15
G001403795	98.54
G001403875	99.07
G001404055	99.68
G001404335	99.42
G001404455	99.37
G001404515	99.68
G001404695	99.19
G001405015	96.77
G001405375	100.0
G001405615	99.21
G001406335	98.31
G001406535	90.77
G001406595	91.6
G001406695	100.0
G001407835	98.78
G001408335	98.68
G001408515	91.49
G001411495	100.0
G001411945	99.7
G001412105	99.78
G001412125	99.44
G001412215	97.61
G001412345	93.55
G001412355	98.37
G001412365	95.24
G001412425	95.54
G001412545	97.66
G001412575	99.22
G001412595	99.72
G001412615	99.37
G001412655	100.0
G001413925	98.16
G001413955	99.34
G001413985	82.13
G001414235	99.91
G001414325	98.66
G001417755	99.47
G001417815	99.88
G001417955	100.0
G001418005	99.69
G001418015	99.67
G001418035	99.15
G001418105	99.67
G001418205	99.89
G001418245	96.13
G001418255	100.0
G001418335	96.46
G001418345	99.33
G001418415	96.66
G001418465	95.43
G001418475	95.35
G001418495	96.67
G001418575	97.11
G001418585	96.96
G001418655	96.6
G001418685	100.0
G001418715	98.4
G001418795	99.34
G001419695	93.42
G001419745	96.49
G001420005	98.69
G001420285	100.0
G001420315	99.69
G001420595	97.27
G001420645	98.67
G001420695	99.73
G001420715	98.53
G001420855	98.92
G001420915	100.0
G001420995	98.87
G001421015	99.61
G001421095	92.86
G001421175	94.09
G001421185	96.61
G001421285	99.59
G001421325	99.54
G001421505	99.66
G001421515	98.09
G001421565	99.49
G001421665	99.66
G001421705	99.53
G001421785	98.98
G001421805	99.66
G001421995	99.25
G001422145	98.99
G001422205	98.48
G001422215	99.53
G001422375	99.37
G001422405	99.84
G001422445	100.0
G001422605	99.52
G001423045	99.24
G001423105	98.4
G001423135	98.7
G001423185	99.49
G001423245	99.6
G001423365	99.48
G001423695	99.44
G001423765	98.96
G001423845	99.66
G001423865	99.73
G001423885	99.24
G001423945	98.09
G001423985	99.65
G001424025	99.35
G001424105	100.0
G001424145	100.0
G001424165	99.8
G001424265	99.62
G001424305	97.13
G001424385	98.99
G001424455	99.06
G001424485	99.29
G001424525	99.37
G001424545	99.84
G001424565	99.71
G001424585	100.0
G001424665	100.0
G001424685	99.8
G001424755	99.48
G001424785	99.77
G001424795	99.51
G001424905	99.49
G001424985	98.6
G001425085	99.41
G001425305	99.51
G001425325	98.99
G001425405	98.62
G001425465	99.69
G001425575	99.19
G001425785	100.0
G001425835	99.89
G001425865	99.84
G001425945	99.68
G001426185	99.03
G001426195	99.2
G001426225	98.75
G001426345	99.04
G001426375	99.19
G001426435	99.82
G001426485	99.74
G001426545	100.0
G001426665	99.51
G001426755	99.74
G001426925	99.49
G001426945	99.05
G001426965	99.59
G001427085	99.93
G001427145	100.0
G001427225	99.89
G001427385	99.1
G001427525	98.99
G001427625	100.0
G001427705	100.0
G001427795	99.22
G001427825	100.0
G001427865	99.54
G001427875	99.32
G001427915	99.46
G001427925	99.22
G001427985	100.0
G001428025	100.0
G001428065	100.0
G001428125	100.0
G001428255	99.78
G001428305	99.82
G001428365	99.71
G001428405	99.59
G001428435	99.54
G001428485	99.49
G001428505	100.0
G001428545	99.92
G001428565	99.22
G001428645	99.43
G001428745	99.24
G001428765	99.22
G001428805	99.48
G001428865	99.61
G001428895	99.67
G001429025	99.4
G001429255	100.0
G001429315	100.0
G001429395	99.37
G001429505	98.43
G001429555	99.22
G001429625	98.96
G001429685	100.0
G001429705	99.44
G001429805	100.0
G001429825	99.43
G001430705	96.85
G001430755	79.08
G001430805	79.08
G001430825	99.67
G001430845	79.08
G001430885	79.08
G001430905	79.08
G001431195	93.92
G001431315	98.26
G001431365	99.43
G001431405	99.59
G001431485	98.72
G001431505	99.59
G001431525	98.16
G001431535	98.75
G001431645	97.59
G001431705	97.71
G001431725	99.57
G001432185	99.93
G001432245	99.44
G001432305	99.38
G001433395	100.0
G001433455	99.5
G001433475	99.56
G001433765	99.18
G001433915	98.38
G001433995	99.06
G001434065	99.46
G001434225	99.48
G001434255	98.94
G001434275	99.48
G001434295	99.48
G001434315	98.91
G001434335	99.03
G001434365	99.18
G001434395	99.06
G001434475	99.46
G001434535	99.3
G001434555	98.43
G001434575	99.46
G001434665	99.48
G001434695	98.69
G001434705	98.95
G001434745	99.48
G001434815	98.94
G001434835	99.38
G001434845	99.21
G001434895	99.06
G001434915	99.48
G001434935	99.48
G001435035	99.48
G001435065	98.91
G001435095	99.02
G001435155	98.95
G001435195	99.48
G001435235	99.48
G001435295	100.0
G001435325	98.94
G001435345	98.37
G001435445	99.48
G001435475	99.37
G001435585	99.48
G001435695	97.11
G001435835	98.43
G001435935	99.46
G001435995	97.45
G001436045	99.46
G001436095	99.35
G001436115	99.48
G001436125	96.68
G001436135	98.95
G001436215	98.69
G001436225	97.38
G001436255	98.94
G001436275	99.48
G001436295	99.46
G001436315	99.48
G001436325	99.21
G001436385	99.46
G001436395	98.7
G001436415	99.18
G001436455	98.83
G001436475	98.95
G001436505	99.18
G001436555	98.75
G001436575	98.38
G001436595	99.38
G001436605	97.38
G001436645	97.5
G001436705	99.48
G001436735	99.48
G001436755	98.95
G001436775	98.38
G001436835	98.63
G001436865	99.33
G001436895	99.08
G001437015	100.0
G001437055	98.91
G001437075	99.38
G001437125	99.38
G001437205	98.95
G001437235	99.18
G001437355	99.23
G001437405	99.38
G001437425	99.39
G001437435	99.46
G001437585	99.19
G001437605	99.23
G001437625	99.51
G001437635	69.94
G001437665	58.87
G001437675	70.57
G001437695	58.46
G001437715	87.99
G001437755	72.68
G001437825	81.71
G001437845	72.45
G001437855	76.9
G001437905	74.84
G001437955	76.52
G001437985	77.56
G001438005	85.0
G001438015	87.06
G001438045	70.84
G001438085	82.89
G001438125	93.58
G001438175	95.43
G001438225	87.92
G001438235	91.15
G001438245	77.99
G001438265	91.94
G001438305	98.39
G001438315	58.83
G001438385	88.7
G001438395	75.62
G001438425	67.65
G001438485	72.03
G001438495	81.61
G001438585	81.75
G001438605	97.78
G001438655	99.38
G001438695	98.52
G001438705	97.12
G001438725	99.38
G001438805	99.48
G001438845	99.02
G001438885	100.0
G001438895	66.42
G001438925	83.48
G001438965	84.09
G001438985	76.96
G001439005	84.75
G001439025	73.04
G001439035	67.27
G001439085	48.02
G001439105	80.92
G001439115	75.77
G001439135	87.86
G001439205	87.13
G001439215	93.65
G001439225	75.62
G001439285	57.91
G001439295	87.88
G001439315	91.77
G001439355	54.8
G001439525	81.61
G001439535	97.3
G001439585	96.89
G001439625	97.27
G001439635	98.68
G001439665	98.35
G001439915	97.89
G001439965	98.3
G001440405	98.05
G001440465	99.79
G001440475	99.54
G001440545	99.19
G001441165	100.0
G001441535	99.57
G001441615	99.45
G001441635	99.1
G001442515	99.91
G001442535	99.91
G001442615	98.31
G001442625	97.61
G001442785	99.8
G001442845	67.82
G001442855	96.16
G001442925	95.61
G001442935	69.65
G001443005	100.0
G001443365	99.03
G001443445	87.2
G001443455	78.99
G001443525	97.1
G001443565	98.29
G001443605	99.52
G001443675	93.61
G001444365	100.0
G001444405	99.66
G001444425	97.78
G001444445	98.65
G001446935	99.0
G001447195	99.26
G001447295	99.56
G001447335	100.0
G001447355	98.43
G001447805	99.63
G001447995	99.67
G001449105	99.68
G001449115	99.78
G001454945	98.66
G001455205	99.84
G001455825	46.5
G001456065	99.19
G001456175	99.56
G001456215	93.89
G001456895	99.34
G001456935	99.43
G001457015	99.59
G001457415	97.54
G001457455	99.45
G001457475	99.53
G001457795	99.19
G001457815	99.57
G001457855	96.3
G001457875	99.29
G001457975	96.3
G001458035	95.65
G001458075	99.08
G001458115	99.34
G001458175	97.71
G001458215	99.68
G001458315	99.33
G001458335	97.71
G001458355	99.25
G001458375	100.0
G001458395	99.8
G001458415	98.94
G001458435	99.04
G001458475	98.87
G001458535	82.77
G001458575	81.35
G001458595	99.19
G001458655	99.2
G001459095	98.02
G001460635	99.31
G001460935	86.69
G001460955	99.01
G001461035	99.33
G001461825	99.81
G001461845	99.81
G001462175	91.4
G001462205	97.54
G001462225	92.31
G001462235	92.31
G001462245	95.6
G001462255	67.58
G001462305	92.97
G001462315	91.14
G001462345	98.84
G001462395	98.1
G001463885	100.0
G001463995	98.9
G001464045	79.73
G001464115	93.07
G001464125	92.84
G001464165	83.08
G001464355	99.92
G001464455	94.44
G001464525	85.3
G001464625	95.45
G001464665	96.58
G001464715	97.32
G001464735	87.67
G001464795	94.64
G001465295	100.0
G001465835	99.34
G001465855	98.99
G001465875	99.62
G001466305	97.99
G001466415	98.98
G001466665	95.21
G001466725	99.71
G001467025	100.0
G001467035	97.56
G001467055	98.25
G001467505	100.0
G001467535	99.62
G001467585	100.0
G001467615	100.0
G001467645	97.62
G001467745	99.12
G001467765	98.25
G001467785	100.0
G001467825	98.25
G001467895	99.71
G001467975	100.0
G001468035	100.0
G001468085	100.0
G001468125	100.0
G001468165	100.0
G001468395	99.3
G001468785	98.98
G001468845	55.28
G001468855	83.9
G001468865	55.92
G001468885	39.97
G001468925	60.16
G001469005	90.0
G001469165	98.6
G001469535	98.48
G001469845	99.48
G001469865	98.6
G001469895	100.0
G001469955	99.24
G001469965	100.0
G001471555	99.62
G001475745	96.16
G001475935	98.89
G001476195	96.69
G001476695	99.48
G001476815	98.6
G001477055	95.03
G001477625	100.0
G001477655	99.2
G001481295	93.73
G001481375	97.96
G001481595	99.4
G001481635	99.29
G001481655	99.65
G001481675	99.56
G001481685	99.37
G001481715	99.56
G001481755	99.78
G001482195	99.59
G001482365	99.34
G001482385	99.89
G001482405	99.1
G001483135	99.7
G001483385	99.11
G001483765	98.51
G001483845	99.44
G001483865	100.0
G001483965	99.45
G001484065	99.58
G001484195	98.77
G001484605	99.71
G001484685	99.5
G001484935	99.86
G001484965	98.67
G001484985	100.0
G001485185	98.39
G001485215	99.29
G001485415	99.65
G001485475	93.27
G001485495	100.0
G001485625	95.61
G001485645	67.82
G001486165	92.62
G001486445	99.19
G001486525	100.0
G001486665	99.32
G001487105	99.42
G001487125	99.46
G001488575	99.08
G001493375	93.1
G001494595	99.58
G001494635	100.0
G001497255	98.73
G001499615	100.0
G001499655	100.0
G001499675	98.66
G001499755	99.91
G001499855	100.0
G001499915	100.0
G001500315	99.45
G001507325	100.0
G001507335	100.0
G001507665	99.15
G001507915	98.81
G001507935	77.53
G001507955	98.93
G001507975	96.51
G001507995	94.43
G001508005	91.24
G001508055	87.07
G001508065	91.58
G001508115	98.28
G001508175	82.67
G001508185	97.82
G001508215	73.64
G001508335	94.51
G001508355	72.89
G001508455	82.71
G001508475	69.55
G001508535	50.06
G001508575	93.02
G001508595	75.91
G001508615	96.05
G001508665	87.63
G001508735	96.75
G001508745	95.59
G001508795	96.55
G001508815	96.73
G001508835	84.1
G001508855	93.62
G001508875	68.81
G001508895	62.51
G001508935	94.92
G001508955	47.09
G001508975	90.83
G001509005	97.6
G001509075	42.11
G001509095	95.76
G001509135	93.97
G001509155	95.2
G001509255	72.12
G001509275	80.02
G001509285	64.41
G001509335	86.81
G001509345	94.41
G001509375	100.0
G001509795	100.0
G001510075	75.87
G001510085	21.55
G001510135	94.19
G001510185	87.93
G001510225	90.29
G001510275	94.17
G001510295	69.58
G001510335	65.81
G001510385	89.74
G001511815	99.83
G001512365	95.92
G001512375	91.5
G001512385	97.71
G001512425	91.42
G001512435	94.3
G001512455	95.89
G001512485	91.96
G001512505	98.66
G001512545	94.12
G001512555	94.97
G001512625	76.52
G001512665	93.27
G001512685	95.97
G001512695	95.11
G001512745	89.57
G001512785	91.45
G001512825	91.96
G001512945	80.38
G001512965	98.06
G001512985	95.21
G001512995	95.89
G001513045	92.39
G001513065	91.94
G001513075	92.31
G001513105	97.2
G001513125	94.89
G001513145	95.1
G001513155	96.94
G001513245	93.22
G001513255	89.72
G001513285	67.97
G001513315	81.78
G001513335	90.2
G001513365	93.4
G001513385	86.64
G001513395	89.22
G001513425	95.54
G001513495	94.92
G001513505	89.87
G001513545	93.08
G001513785	99.63
G001513975	100.0
G001514045	100.0
G001514395	98.81
G001514435	99.89
G001514455	99.94
G001514495	99.85
G001515205	89.72
G001515215	77.6
G001515265	92.47
G001515295	99.01
G001515305	98.72
G001515525	98.9
G001515905	65.07
G001515945	97.62
G001515955	93.68
G001516025	97.77
G001516045	94.49
G001516055	96.21
G001516585	97.43
G001516655	98.1
G001516665	85.48
G001516705	84.36
G001516725	93.01
G001516745	71.07
G001516895	99.34
G001517185	99.81
G001517865	100.0
G001517915	100.0
G001518815	98.53
G001521855	99.78
G001525595	100.0
G001534725	98.81
G001535965	89.42
G001535985	79.44
G001536005	78.2
G001536025	75.99
G001536045	53.75
G001536065	72.41
G001536085	69.65
G001536105	60.47
G001536125	69.73
G001536145	87.63
G001536165	35.11
G001536185	41.38
G001536205	78.4
G001541125	100.0
G001541925	100.0
G001542405	99.72
G001542565	99.71
G001542775	98.91
G001543005	95.39
G001543175	99.59
G001543265	99.61
G001543285	98.9
G001543345	91.6
G001543385	94.62
G001543395	67.11
G001543405	76.34
G001543875	92.31
G001544015	92.16
G001544335	99.59
G001544555	98.29
G001545095	98.82
G001545115	100.0
G001546115	99.7
G001546135	100.0
G001547735	98.17
G001547795	99.01
G001547995	99.75
G001548015	100.0
G001548055	100.0
G001548075	99.22
G001548115	99.78
G001548275	97.94
G001548375	99.3
G001548435	99.41
G001548455	99.76
G001548675	99.2
G001549985	99.65
G001550135	100.0
G001552295	97.83
G001552375	99.81
G001552415	100.0
G001552435	98.78
G001552455	99.24
G001552475	99.49
G001552515	99.47
G001552615	99.49
G001552785	100.0
G001552855	98.68
G001552935	98.7
G001553215	98.87
G001553285	99.53
G001553335	99.6
G001553545	100.0
G001553605	99.41
G001553935	99.76
G001553955	99.71
G001556105	96.42
G001558255	99.46
G001558415	99.93
G001558695	100.0
G001558935	99.76
G001559035	98.28
G001559115	99.45
G001559335	99.34
G001559795	100.0
G001559955	99.29
G001559965	99.4
G001559975	99.29
G001559985	99.29
G001560035	98.69
G001560045	99.29
G001560065	99.4
G001560085	99.29
G001560115	99.4
G001560125	99.4
G001560135	99.29
G001560165	99.4
G001560195	99.4
G001560205	99.29
G001560215	99.4
G001560245	99.29
G001560275	99.4
G001560285	99.4
G001560305	99.29
G001560315	99.29
G001560355	99.29
G001560375	99.29
G001560405	99.29
G001560435	99.4
G001560455	99.29
G001560465	99.29
G001560485	99.29
G001560515	99.4
G001560525	99.29
G001560555	99.29
G001560565	99.29
G001560595	99.29
G001560605	99.88
G001560635	99.4
G001560645	99.4
G001560675	99.29
G001560685	99.4
G001560715	99.29
G001560725	99.29
G001560755	99.29
G001560765	99.29
G001560795	99.29
G001560815	99.29
G001560835	99.29
G001560915	97.18
G001561915	87.58
G001562055	97.93
G001562115	99.5
G001562125	99.84
G001562155	99.5
G001562295	100.0
G001562315	100.0
G001562415	97.87
G001562425	95.19
G001562845	100.0
G001563055	97.89
G001563305	96.37
G001563325	90.19
G001563335	87.69
G001563795	91.59
G001563885	59.18
G001563955	46.71
G001564065	96.45
G001564135	74.87
G001564175	36.08
G001564205	56.48
G001564225	52.69
G001564285	75.29
G001564455	98.11
G001564695	99.45
G001564995	99.45
G001565895	98.91
G001566825	51.61
G001566885	85.55
G001566965	98.05
G001567105	90.73
G001567175	92.76
G001567185	89.59
G001567245	62.31
G001567275	95.24
G001567305	65.2
G001567355	67.81
G001567365	60.41
G001567405	97.28
G001567505	87.82
G001567515	63.32
G001567545	86.5
G001567725	96.47
G001568365	98.82
G001570425	100.0
G001570525	99.47
G001570625	97.35
G001571165	99.87
G001571285	99.59
G001571305	100.0
G001571365	99.53
G001571385	100.0
G001571405	99.67
G001572725	99.88
G001574475	99.82
G001574485	99.82
G001574495	99.82
G001574555	99.82
G001574565	99.82
G001574585	99.82
G001574605	99.82
G001574635	99.82
G001574655	99.82
G001574675	99.82
G001574695	99.82
G001574705	99.82
G001574735	99.82
G001574755	99.82
G001574775	99.82
G001574785	99.82
G001574795	99.82
G001574835	99.82
G001574865	99.82
G001574885	99.82
G001574905	99.77
G001574935	99.82
G001574945	99.82
G001575095	100.0
G001576965	26.72
G001576985	39.62
G001577025	87.91
G001577125	58.09
G001577135	55.13
G001577155	59.35
G001577185	87.16
G001577215	75.82
G001577525	96.75
G001577555	93.95
G001577565	97.34
G001577655	100.0
G001577715	86.38
G001577755	99.63
G001577775	100.0
G001578075	99.45
G001578105	99.22
G001578185	98.91
G001578205	99.59
G001578645	97.96
G001579845	98.73
G001579945	97.1
G001580015	97.26
G001580025	95.13
G001580195	97.96
G001580365	98.68
G001580615	99.75
G001582545	100.0
G001582555	100.0
G001582735	100.0
G001583415	100.0
G001583435	98.99
G001583575	100.0
G001584185	99.28
G001584645	100.0
G001584765	99.17
G001586165	99.67
G001586195	100.0
G001586215	99.56
G001586255	100.0
G001586735	72.28
G001586755	99.85
G001586785	90.7
G001586935	24.14
G001587325	99.44
G001587475	99.44
G001587505	99.16
G001587575	90.98
G001587595	86.02
G001587605	85.53
G001587635	84.54
G001587655	90.98
G001587675	85.02
G001587695	91.47
G001587715	85.27
G001590785	98.01
G001591125	99.91
G001591445	98.29
G001591525	99.43
G001591565	99.35
G001591585	92.24
G001591605	98.68
G001591825	98.85
G001591865	99.48
G001591905	98.95
G001592125	99.49
G001592145	100.0
G001592185	99.46
G001592435	100.0
G001592735	98.2
G001592745	98.2
G001592755	98.2
G001592855	100.0
G001592935	98.9
G001592945	99.35
G001592965	99.05
G001593005	99.2
G001593245	100.0
G001593535	97.71
G001593865	96.73
G001593925	90.65
G001593935	92.99
G001594015	98.81
G001594145	100.0
G001594265	99.89
G001595385	94.84
G001595875	77.2
G001595885	72.24
G001595945	94.74
G001596135	97.86
G001596795	99.16
G001597285	99.59
G001598035	97.38
G001598195	100.0
G001598215	98.67
G001598255	99.88
G001598375	99.42
G001598495	99.25
G001598535	99.54
G001598915	99.43
G001598935	99.44
G001600985	98.36
G001601155	100.0
G001601175	100.0
G001601215	99.81
G001601235	100.0
G001601575	96.15
G001601815	96.73
G001602535	74.61
G001602545	99.56
G001602605	93.14
G001602645	99.34
G001602685	62.8
G001602695	59.02
G001602775	57.17
G001602885	63.4
G001602955	100.0
G001602975	62.77
G001603035	85.11
G001603055	83.29
G001603075	100.0
G001603115	64.77
G001603145	85.66
G001603165	94.83
G001603205	62.29
G001603225	87.18
G001603385	77.42
G001603405	58.92
G001603415	74.17
G001603425	80.27
G001603555	64.34
G001603565	75.3
G001603685	96.49
G001603695	80.82
G001603745	91.21
G001603765	71.36
G001603775	67.27
G001603795	60.15
G001603805	98.22
G001603875	98.84
G001603905	92.97
G001603925	91.14
G001603945	87.66
G001603985	98.99
G001604005	77.96
G001604025	54.07
G001604065	79.33
G001604115	58.64
G001604165	67.07
G001604185	98.58
G001604195	52.83
G001604265	70.11
G001604275	98.85
G001604325	91.89
G001604355	98.6
G001604385	90.56
G001604425	56.64
G001604435	83.82
G001604445	64.53
G001604495	61.33
G001604505	64.59
G001604585	95.95
G001604605	53.45
G001604625	51.01
G001605965	99.93
G001606005	100.0
G001606025	99.73
G001606065	99.08
G001608445	99.41
G001610775	99.01
G001610875	98.75
G001610895	98.45
G001610955	99.44
G001610975	99.64
G001611135	98.77
G001611555	99.91
G001611675	100.0
G001611775	99.02
G001611795	99.89
G001611815	99.15
G001611905	99.71
G001611975	95.02
G001612575	98.88
G001612765	99.62
G001613465	99.81
G001613505	98.99
G001613545	100.0
G001614315	98.47
G001617355	100.0
G001617605	99.34
G001617995	99.81
G001618265	97.47
G001618685	99.44
G001618885	98.9
G001619695	99.15
G001620305	99.94
G001620325	99.84
G001623405	100.0
G001623875	98.62
G001624625	97.09
G001625015	98.0
G001625365	99.47
G001625425	97.09
G001625515	98.98
G001625535	98.98
G001626115	86.56
G001626275	95.45
G001626315	72.45
G001626655	71.25
G001626675	71.59
G001626685	68.83
G001626695	51.87
G001626755	56.03
G001626795	64.83
G001626845	57.24
G001626975	70.24
G001626995	77.39
G001627015	84.95
G001627075	74.76
G001627095	89.81
G001627135	97.05
G001627235	92.64
G001627375	79.55
G001627475	55.19
G001627595	77.28
G001627675	72.24
G001627685	54.13
G001627735	88.03
G001627755	82.23
G001627765	55.09
G001627795	90.94
G001627815	86.99
G001627835	86.36
G001627845	91.26
G001627865	90.94
G001627895	51.76
G001627915	52.11
G001627955	68.67
G001627975	61.76
G001628405	87.58
G001628435	64.47
G001628455	76.13
G001628475	70.4
G001628485	81.96
G001629155	59.47
G001629165	58.83
G001629185	74.69
G001629205	67.79
G001629235	72.13
G001629245	71.35
G001629255	73.33
G001629295	71.96
G001629315	55.59
G001629325	67.34
G001629355	70.59
G001629365	71.75
G001629395	86.69
G001629415	79.63
G001629435	57.13
G001629445	86.91
G001629475	55.9
G001629495	69.87
G001629515	53.59
G001630765	99.41
G001631935	99.18
G001631965	99.73
G001631985	100.0
G001632005	100.0
G001632025	99.73
G001632075	99.73
G001632105	99.73
G001632125	100.0
G001632145	100.0
G001632165	100.0
G001632285	99.73
G001632305	99.85
G001632485	100.0
G001632805	98.83
G001634425	100.0
G001636015	98.02
G001636145	99.21
G001636165	98.69
G001636615	98.1
G001637495	100.0
G001638255	75.63
G001639025	97.32
G001639275	100.0
G001640045	56.37
G001640365	74.59
G001641285	100.0
G001641695	99.59
G001642655	99.49
G001642725	95.01
G001642875	98.75
G001642915	98.75
G001642955	99.93
G001643095	99.69
G001643245	98.68
G001643385	86.58
G001643475	78.91
G001643535	61.31
G001643555	61.31
G001643585	37.26
G001643615	53.22
G001643635	64.65
G001643775	100.0
G001643955	99.88
G001644275	47.75
G001644385	41.18
G001644445	66.95
G001644565	97.87
G001644645	100.0
G001644955	99.59
G001645205	99.73
G001646665	98.38
G001647085	100.0
G001647285	100.0
G001647615	97.96
G001647675	98.74
G001648175	99.9
G001648575	98.56
G001648675	98.83
G001649505	99.73
G001649715	99.59
G001650195	99.29
G001650325	100.0
G001650905	99.72
G001652405	97.54
G001652445	97.98
G001652465	99.25
G001652485	100.0
G001652565	99.77
G001652585	98.77
G001652645	100.0
G001652665	100.0
G001652685	100.0
G001652725	97.61
G001653075	99.29
G001653295	99.78
G001653315	99.56
G001653755	99.62
G001653905	99.59
G001654455	100.0
G001654495	100.0
G001654775	99.03
G001654785	99.51
G001654795	99.51
G001654855	100.0
G001654915	100.0
G001655195	100.0
G001655245	100.0
G001656095	99.18
G001656105	98.76
G001656115	99.18
G001656125	99.31
G001656175	99.18
G001656195	99.45
G001656205	98.9
G001656215	99.4
G001656255	98.83
G001656275	98.9
G001656285	98.44
G001656335	99.73
G001656355	99.73
G001656375	98.61
G001656385	99.18
G001656415	99.18
G001656425	99.04
G001656455	99.12
G001656475	99.45
G001657315	98.66
G001657325	99.76
G001657475	95.22
G001659685	100.0
G001660005	100.0
G001660045	100.0
G001660655	55.17
G001660705	100.0
G001661495	100.0
G001661595	100.0
G001663375	97.06
G001663495	99.56
G001663575	99.56
G001663835	99.46
G001665955	99.67
G001672205	99.33
G001672295	99.41
G001672375	99.59
G001673105	100.0
G001674955	92.07
G001675935	99.57
G001676155	98.02
G001676225	99.82
G001676585	99.85
G001676615	99.27
G001676765	99.92
G001676785	99.2
G001677115	100.0
G001677275	95.7
G001677435	90.99
G001678035	99.01
G001678055	99.01
G001678465	100.0
G001678845	99.19
G001678905	93.57
G001679005	96.85
G001679075	99.18
G001679105	100.0
G001679155	96.85
G001679275	100.0
G001679325	99.89
G001679345	99.45
G001682255	99.56
G001682385	99.94
G001683355	99.32
G001683555	96.9
G001683795	91.84
G001683905	85.27
G001683915	99.67
G001683985	96.77
G001685155	98.7
G001685165	98.7
G001685435	99.33
G001685465	99.93
G001686985	99.92
G001687105	99.4
G001687195	99.26
G001687305	98.82
G001687335	98.19
G001687365	99.66
G001687565	98.9
G001688625	99.33
G001688965	100.0
G001689415	95.28
G001689425	98.66
G001689645	96.79
G001689655	98.37
G001690195	98.31
G001690255	98.31
G001690355	97.74
G001690385	97.74
G001690425	97.18
G001690435	98.31
G001690445	98.31
G001690495	98.87
G001690515	98.31
G001690525	96.47
G001690535	98.87
G001690585	97.74
G001693255	100.0
G001693275	100.0
G001693295	100.0
G001693385	99.9
G001693435	98.87
G001693475	100.0
G001693675	99.58
G001693745	98.31
G001693775	98.95
G001695855	99.86
G001696485	99.47
G001696705	100.0
G001696925	99.82
G001696935	99.82
G001696945	99.0
G001696955	99.55
G001697225	98.17
G001698145	100.0
G001698165	99.46
G001698225	99.82
G001698425	98.36
G001698445	99.37
G001700325	98.01
