DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	coding density
G001299455	89.59
G001299475	90.04
G001302225	94.46
G001302245	87.44
G001302425	88.84
G001302565	87.99
G001302585	89.93
G001302685	88.49
G001302725	88.94
G001302765	84.35
G001302805	92.04
G001302825	91.04
G001302835	87.5
G001302865	90.2
G001302985	90.74
G001303045	86.82
G001303065	86.49
G001303105	89.15
G001303125	92.78
G001303185	89.25
G001303225	91.51
G001303465	88.16
G001303565	88.46
G001303625	89.66
G001303695	87.54
G001303705	87.62
G001303745	89.35
G001303785	91.22
G001303875	91.37
G001303955	92.63
G001304015	88.83
G001304035	83.57
G001304045	92.01
G001304075	86.91
G001304105	83.52
G001304155	84.83
G001304185	87.79
G001304255	89.96
G001304275	88.11
G001304315	87.65
G001304335	91.25
G001304345	89.7
G001304365	88.93
G001304495	89.83
G001304505	87.21
G001304615	75.66
G001305055	87.38
G001305115	82.21
G001305135	87.11
G001305295	88.49
G001305515	86.16
G001305575	87.54
G001305595	88.24
G001305615	90.63
G001305655	87.74
G001305965	90.7
G001306055	92.19
G001306095	91.47
G001306115	90.04
G001306135	87.97
G001306145	92.54
G001306415	90.58
G001306455	92.28
G001306895	89.65
G001306995	90.02
G001307035	90.6
G001307195	85.53
G001307545	92.83
G001307765	87.19
G001307855	88.69
G001308005	83.61
G001308105	82.73
G001308145	85.77
G001308895	89.73
G001310225	90.14
G001310255	90.82
G001310275	88.04
G001310395	86.17
G001310455	85.75
G001310595	84.04
G001310615	80.57
G001310795	87.07
G001310815	86.23
G001310955	86.9
G001311035	89.56
G001311075	81.28
G001311175	80.55
G001311195	85.26
G001311215	85.36
G001311255	85.69
G001311355	85.05
G001311375	86.15
G001311565	75.88
G001311645	82.59
G001311725	81.0
G001311785	85.68
G001311825	88.85
G001311845	86.13
G001311885	87.15
G001311905	84.8
G001311925	84.3
G001311945	84.26
G001312005	86.21
G001312345	86.1
G001312505	86.54
G001312805	82.78
G001312845	78.89
G001312865	83.85
G001312925	87.68
G001313065	81.98
G001313185	81.7
G001313205	83.11
G001313225	82.38
G001314225	90.51
G001314305	88.95
G001314325	90.89
G001314545	90.87
G001314555	93.66
G001314745	90.71
G001314815	90.9
G001314865	84.34
G001314905	86.56
G001314945	88.99
G001314975	89.54
G001314995	90.77
G001315015	88.12
G001315205	84.36
G001315825	81.13
G001315945	82.71
G001315965	78.35
G001315985	86.69
G001316005	88.23
G001316025	85.99
G001316045	83.07
G001316065	86.9
G001316085	81.18
G001316125	86.32
G001316145	86.11
G001316225	80.38
G001316245	87.4
G001316265	86.64
G001316285	87.08
G001316305	67.28
G001316325	77.9
G001316435	88.76
G001317315	87.27
G001317345	92.09
G001317355	86.18
G001318295	84.26
G001318345	90.76
G001318385	87.16
G001318405	84.36
G001321825	85.52
G001321835	89.05
G001368755	86.57
G001368815	86.4
G001373415	87.03
G001375495	87.43
G001375555	84.58
G001375675	84.18
G001399455	87.86
G001399675	84.26
G001399695	90.08
G001399705	84.49
G001399755	88.99
G001399775	93.13
G001399795	83.22
G001399805	80.42
G001401455	90.1
G001401465	90.55
G001401475	90.35
G001401485	90.34
G001401775	86.27
G001401795	89.13
G001402795	81.99
G001402855	75.25
G001402875	85.09
G001402935	90.19
G001402945	88.61
G001403595	88.88
G001403615	85.59
G001403635	81.35
G001403735	91.29
G001403775	90.98
G001403795	90.23
G001403875	85.03
G001404055	88.57
G001404335	86.78
G001404455	85.76
G001404515	88.93
G001404695	86.16
G001405015	85.82
G001405375	85.49
G001405615	89.27
G001406335	87.94
G001406535	81.16
G001406595	81.85
G001406695	85.14
G001407835	90.33
G001408335	88.25
G001408515	87.76
G001411495	86.27
G001411945	91.58
G001412105	89.77
G001412125	85.28
G001412215	90.4
G001412345	88.5
G001412355	90.29
G001412365	92.23
G001412425	92.84
G001412545	86.79
G001412575	94.01
G001412595	90.22
G001412615	86.77
G001412655	90.05
G001413925	91.39
G001413955	92.7
G001413985	81.05
G001414235	80.65
G001414325	85.5
G001417755	89.37
G001417815	86.32
G001417955	91.26
G001418005	89.88
G001418015	89.64
G001418035	90.71
G001418105	89.75
G001418205	89.96
G001418245	93.53
G001418255	91.88
G001418335	87.33
G001418345	92.91
G001418415	85.03
G001418465	89.49
G001418475	86.65
G001418495	86.82
G001418575	84.85
G001418585	88.28
G001418655	87.95
G001418685	86.39
G001418715	90.99
G001418795	89.78
G001419695	85.4
G001419745	89.26
G001420005	91.91
G001420285	89.08
G001420315	88.75
G001420595	82.88
G001420645	88.4
G001420695	86.61
G001420715	81.43
G001420855	83.29
G001420915	87.26
G001420995	89.02
G001421015	82.39
G001421095	85.58
G001421175	91.4
G001421185	88.04
G001421285	90.99
G001421325	90.55
G001421505	90.78
G001421515	86.28
G001421565	91.45
G001421665	89.6
G001421705	89.82
G001421785	90.92
G001421805	88.27
G001421995	90.0
G001422145	89.96
G001422205	89.22
G001422215	85.81
G001422375	86.23
G001422405	91.92
G001422445	92.5
G001422605	86.15
G001423045	89.81
G001423105	89.57
G001423135	91.07
G001423185	91.72
G001423245	89.34
G001423365	92.08
G001423695	92.18
G001423765	91.56
G001423845	89.36
G001423865	88.27
G001423885	90.74
G001423945	88.8
G001423985	89.2
G001424025	91.34
G001424105	87.19
G001424145	87.84
G001424165	89.3
G001424265	89.07
G001424305	87.77
G001424385	91.08
G001424455	93.07
G001424485	91.31
G001424525	86.74
G001424545	92.27
G001424565	89.76
G001424585	89.63
G001424665	90.05
G001424685	87.31
G001424755	92.87
G001424785	91.29
G001424795	87.84
G001424905	92.14
G001424985	87.9
G001425085	90.84
G001425305	91.19
G001425325	91.42
G001425405	89.49
G001425465	85.96
G001425575	88.7
G001425785	90.83
G001425835	87.77
G001425865	92.44
G001425945	91.14
G001426185	92.6
G001426195	90.23
G001426225	89.18
G001426345	88.79
G001426375	86.47
G001426435	92.35
G001426485	92.73
G001426545	92.73
G001426665	87.71
G001426755	92.08
G001426925	91.35
G001426945	89.04
G001426965	90.18
G001427085	91.43
G001427145	92.83
G001427225	88.68
G001427385	87.71
G001427525	92.87
G001427625	88.21
G001427705	92.48
G001427795	93.71
G001427825	90.85
G001427865	90.48
G001427875	89.41
G001427915	91.49
G001427925	92.32
G001427985	92.26
G001428025	91.29
G001428065	90.58
G001428125	93.22
G001428255	90.85
G001428305	92.86
G001428365	89.85
G001428405	87.41
G001428435	91.2
G001428485	92.45
G001428505	90.52
G001428545	86.79
G001428565	92.64
G001428645	89.54
G001428745	92.21
G001428765	92.67
G001428805	93.48
G001428865	91.15
G001428895	93.16
G001429025	90.22
G001429255	92.94
G001429315	86.4
G001429395	88.24
G001429505	89.28
G001429555	91.52
G001429625	92.11
G001429685	90.72
G001429705	92.58
G001429805	87.75
G001429825	82.05
G001430705	79.49
G001430755	89.83
G001430805	89.88
G001430825	90.12
G001430845	89.85
G001430885	89.82
G001430905	89.81
G001431195	81.24
G001431315	88.75
G001431365	89.52
G001431405	89.98
G001431485	89.55
G001431505	89.19
G001431525	89.91
G001431535	89.46
G001431645	91.14
G001431705	92.46
G001431725	88.55
G001432185	87.1
G001432245	83.71
G001432305	91.64
G001433395	90.65
G001433455	91.59
G001433475	88.29
G001433765	85.22
G001433915	88.72
G001433995	87.68
G001434065	88.49
G001434225	87.49
G001434255	82.86
G001434275	85.75
G001434295	88.56
G001434315	89.02
G001434335	89.23
G001434365	90.54
G001434395	82.75
G001434475	86.4
G001434535	87.78
G001434555	88.1
G001434575	86.73
G001434665	88.7
G001434695	89.55
G001434705	89.32
G001434745	88.89
G001434815	87.36
G001434835	85.32
G001434845	86.22
G001434895	84.99
G001434915	85.77
G001434935	84.45
G001435035	85.17
G001435065	87.31
G001435095	83.21
G001435155	82.55
G001435195	84.73
G001435235	86.48
G001435295	82.37
G001435325	88.62
G001435345	86.75
G001435445	88.86
G001435475	87.79
G001435585	89.23
G001435695	91.52
G001435835	84.27
G001435935	87.16
G001435995	89.82
G001436045	88.56
G001436095	87.4
G001436115	90.25
G001436125	90.45
G001436135	85.94
G001436215	88.74
G001436225	85.9
G001436255	85.45
G001436275	84.13
G001436295	87.25
G001436315	89.37
G001436325	88.98
G001436385	85.32
G001436395	88.07
G001436415	88.17
G001436455	90.87
G001436475	84.69
G001436505	87.27
G001436555	89.32
G001436575	89.14
G001436595	82.04
G001436605	90.73
G001436645	89.52
G001436705	84.29
G001436735	88.07
G001436755	84.93
G001436775	88.97
G001436835	85.7
G001436865	88.93
G001436895	87.82
G001437015	90.05
G001437055	89.04
G001437075	88.32
G001437125	84.16
G001437205	88.94
G001437235	84.52
G001437355	88.25
G001437405	86.12
G001437425	88.71
G001437435	84.36
G001437585	86.72
G001437605	89.29
G001437625	90.03
G001437635	95.39
G001437665	94.51
G001437675	95.74
G001437695	94.37
G001437715	94.44
G001437755	94.99
G001437825	95.42
G001437845	94.58
G001437855	94.94
G001437905	94.98
G001437955	95.72
G001437985	96.06
G001438005	93.97
G001438015	95.61
G001438045	90.81
G001438085	91.11
G001438125	93.34
G001438175	95.78
G001438225	94.03
G001438235	90.14
G001438245	93.83
G001438265	93.94
G001438305	95.64
G001438315	94.27
G001438385	95.58
G001438395	94.88
G001438425	96.2
G001438485	96.19
G001438495	95.47
G001438585	95.64
G001438605	90.42
G001438655	87.37
G001438695	86.79
G001438705	86.47
G001438725	86.91
G001438805	87.3
G001438845	84.47
G001438885	89.0
G001438895	91.96
G001438925	94.76
G001438965	93.55
G001438985	96.07
G001439005	95.84
G001439025	94.65
G001439035	95.07
G001439085	95.16
G001439105	95.94
G001439115	93.89
G001439135	89.89
G001439205	95.22
G001439215	93.08
G001439225	94.81
G001439285	96.6
G001439295	92.04
G001439315	90.84
G001439355	94.57
G001439525	95.47
G001439535	88.83
G001439585	83.49
G001439625	82.43
G001439635	83.0
G001439665	90.1
G001439915	83.86
G001439965	82.36
G001440405	82.62
G001440465	89.26
G001440475	84.45
G001440545	90.45
G001441165	89.43
G001441535	91.59
G001441615	89.59
G001441635	90.35
G001442515	84.45
G001442535	84.06
G001442615	87.96
G001442625	87.49
G001442785	83.47
G001442845	93.61
G001442855	94.61
G001442925	94.28
G001442935	94.08
G001443005	95.52
G001443365	89.93
G001443445	83.74
G001443455	88.73
G001443525	89.39
G001443565	76.68
G001443605	88.4
G001443675	82.43
G001444365	82.98
G001444405	88.36
G001444425	93.44
G001444445	87.85
G001446935	90.24
G001447195	90.0
G001447295	88.2
G001447335	88.68
G001447355	89.83
G001447805	90.13
G001447995	91.84
G001449105	89.44
G001449115	89.16
G001454945	87.87
G001455205	86.19
G001455825	86.64
G001456065	84.02
G001456175	88.23
G001456215	83.67
G001456895	89.62
G001456935	83.6
G001457015	88.6
G001457415	86.38
G001457455	88.58
G001457475	89.73
G001457795	87.81
G001457815	86.59
G001457855	89.0
G001457875	89.77
G001457975	89.48
G001458035	90.18
G001458075	92.87
G001458115	84.73
G001458175	89.81
G001458215	91.27
G001458315	91.63
G001458335	90.31
G001458355	90.16
G001458375	90.7
G001458395	88.23
G001458415	89.45
G001458435	89.26
G001458475	87.03
G001458535	93.86
G001458575	93.81
G001458595	83.12
G001458655	83.5
G001459095	90.07
G001460635	90.65
G001460935	81.69
G001460955	90.37
G001461035	88.31
G001461825	89.41
G001461845	89.39
G001462175	84.17
G001462205	84.37
G001462225	88.11
G001462235	91.96
G001462245	90.31
G001462255	85.06
G001462305	91.02
G001462315	91.14
G001462345	90.75
G001462395	88.26
G001463885	91.76
G001463995	90.06
G001464045	84.7
G001464115	91.86
G001464125	92.32
G001464165	88.37
G001464355	88.22
G001464455	91.19
G001464525	86.95
G001464625	90.98
G001464665	90.83
G001464715	92.08
G001464735	86.78
G001464795	94.53
G001465295	87.23
G001465835	84.85
G001465855	86.76
G001465875	88.39
G001466305	87.37
G001466415	92.44
G001466665	89.65
G001466725	88.85
G001467025	89.02
G001467035	85.58
G001467055	91.17
G001467505	89.71
G001467535	87.67
G001467585	88.68
G001467615	91.34
G001467645	91.17
G001467745	89.38
G001467765	90.04
G001467785	86.33
G001467825	90.47
G001467895	89.02
G001467975	90.27
G001468035	87.17
G001468085	87.86
G001468125	91.76
G001468165	88.78
G001468395	90.18
G001468785	87.07
G001468845	91.11
G001468855	80.27
G001468865	88.51
G001468885	81.23
G001468925	87.2
G001469005	90.22
G001469165	83.95
G001469535	92.41
G001469845	91.05
G001469865	86.85
G001469895	89.73
G001469955	87.3
G001469965	91.28
G001471555	85.04
G001475745	90.06
G001475935	87.94
G001476195	89.55
G001476695	89.54
G001476815	91.23
G001477055	91.23
G001477625	89.58
G001477655	88.55
G001481295	87.46
G001481375	86.92
G001481595	87.47
G001481635	87.58
G001481655	85.57
G001481675	88.21
G001481685	91.03
G001481715	88.2
G001481755	88.22
G001482195	88.42
G001482365	88.26
G001482385	87.59
G001482405	90.3
G001483135	86.92
G001483385	87.46
G001483765	90.54
G001483845	92.13
G001483865	88.92
G001483965	84.03
G001484065	87.51
G001484195	90.08
G001484605	88.32
G001484685	90.01
G001484935	85.28
G001484965	84.57
G001484985	88.31
G001485185	86.65
G001485215	87.97
G001485415	86.89
G001485475	89.46
G001485495	90.02
G001485625	94.28
G001485645	93.54
G001486165	83.55
G001486445	86.69
G001486525	85.95
G001486665	87.75
G001487105	89.45
G001487125	90.06
G001488575	87.48
G001493375	87.09
G001494595	93.4
G001494635	87.28
G001497255	94.15
G001499615	86.91
G001499655	84.06
G001499675	89.28
G001499755	89.19
G001499855	92.56
G001499915	93.03
G001500315	84.97
G001507325	89.3
G001507335	88.68
G001507665	89.56
G001507915	93.79
G001507935	91.47
G001507955	90.63
G001507975	91.05
G001507995	90.51
G001508005	88.92
G001508055	91.33
G001508065	90.64
G001508115	95.02
G001508175	91.14
G001508185	91.22
G001508215	88.02
G001508335	95.63
G001508355	93.76
G001508455	90.17
G001508475	91.32
G001508535	90.05
G001508575	93.92
G001508595	89.59
G001508615	86.57
G001508665	87.56
G001508735	89.29
G001508745	93.05
G001508795	94.55
G001508815	93.03
G001508835	95.82
G001508855	89.37
G001508875	95.67
G001508895	90.08
G001508935	92.18
G001508955	93.86
G001508975	92.92
G001509005	84.45
G001509075	89.43
G001509095	92.62
G001509135	91.76
G001509155	92.1
G001509255	87.6
G001509275	88.76
G001509285	83.85
G001509335	92.35
G001509345	91.05
G001509375	86.45
G001509795	88.25
G001510075	92.12
G001510085	92.35
G001510135	90.97
G001510185	92.16
G001510225	91.25
G001510275	91.12
G001510295	93.67
G001510335	94.92
G001510385	95.01
G001511815	87.94
G001512365	75.74
G001512375	79.44
G001512385	87.53
G001512425	83.72
G001512435	87.04
G001512455	90.85
G001512485	86.48
G001512505	84.7
G001512545	87.06
G001512555	86.89
G001512625	88.12
G001512665	89.34
G001512685	92.45
G001512695	86.44
G001512745	90.61
G001512785	86.36
G001512825	89.6
G001512945	85.33
G001512965	88.73
G001512985	88.23
G001512995	90.85
G001513045	91.08
G001513065	86.92
G001513075	87.46
G001513105	86.57
G001513125	86.36
G001513145	89.49
G001513155	87.58
G001513245	88.44
G001513255	89.47
G001513285	88.07
G001513315	86.51
G001513335	84.72
G001513365	88.37
G001513385	85.91
G001513395	87.36
G001513425	87.82
G001513495	88.05
G001513505	87.69
G001513545	85.75
G001513785	91.61
G001513975	87.92
G001514045	87.81
G001514395	82.49
G001514435	83.14
G001514455	86.27
G001514495	86.0
G001515205	91.28
G001515215	89.12
G001515265	89.24
G001515295	89.98
G001515305	88.55
G001515525	88.04
G001515905	80.7
G001515945	87.32
G001515955	88.04
G001516025	93.62
G001516045	82.89
G001516055	87.34
G001516585	86.55
G001516655	85.32
G001516665	81.76
G001516705	84.48
G001516725	86.72
G001516745	80.2
G001516895	85.9
G001517185	89.3
G001517865	91.92
G001517915	91.31
G001518815	89.1
G001521855	87.94
G001525595	86.02
G001534725	82.78
G001535965	93.98
G001535985	93.96
G001536005	93.84
G001536025	93.91
G001536045	93.63
G001536065	94.55
G001536085	94.08
G001536105	92.57
G001536125	93.61
G001536145	94.19
G001536165	93.21
G001536185	94.18
G001536205	93.96
G001541125	87.35
G001541925	88.44
G001542405	86.35
G001542565	90.23
G001542775	89.69
G001543005	88.83
G001543175	86.55
G001543265	88.04
G001543285	83.06
G001543345	80.33
G001543385	91.15
G001543395	90.98
G001543405	90.67
G001543875	85.77
G001544015	88.26
G001544335	87.2
G001544555	85.02
G001545095	87.84
G001545115	84.69
G001546115	88.51
G001546135	91.51
G001547735	96.02
G001547795	89.96
G001547995	89.13
G001548015	85.39
G001548055	93.23
G001548075	87.22
G001548115	84.23
G001548275	92.06
G001548375	82.35
G001548435	89.14
G001548455	79.68
G001548675	90.02
G001549985	87.24
G001550135	89.95
G001552295	84.25
G001552375	90.64
G001552415	89.15
G001552435	92.03
G001552455	92.05
G001552475	93.34
G001552515	88.55
G001552615	90.76
G001552785	87.59
G001552855	92.49
G001552935	85.67
G001553215	86.06
G001553285	90.08
G001553335	87.09
G001553545	88.14
G001553605	85.59
G001553935	87.02
G001553955	85.38
G001556105	90.69
G001558255	86.96
G001558415	87.66
G001558695	88.03
G001558935	88.52
G001559035	81.34
G001559115	86.25
G001559335	89.89
G001559795	90.21
G001559955	87.53
G001559965	87.45
G001559975	87.54
G001559985	87.57
G001560035	87.55
G001560045	87.52
G001560065	87.44
G001560085	87.61
G001560115	87.43
G001560125	87.48
G001560135	87.56
G001560165	87.49
G001560195	87.47
G001560205	87.56
G001560215	87.57
G001560245	87.51
G001560275	87.47
G001560285	87.44
G001560305	87.49
G001560315	87.63
G001560355	87.57
G001560375	87.64
G001560405	87.58
G001560435	87.61
G001560455	87.61
G001560465	87.41
G001560485	87.64
G001560515	87.56
G001560525	87.51
G001560555	87.42
G001560565	87.48
G001560595	87.55
G001560605	87.79
G001560635	87.53
G001560645	87.56
G001560675	87.51
G001560685	87.74
G001560715	87.61
G001560725	87.64
G001560755	87.7
G001560765	87.48
G001560795	87.64
G001560815	87.58
G001560835	87.73
G001560915	90.07
G001561915	82.26
G001562055	85.9
G001562115	88.31
G001562125	88.44
G001562155	88.6
G001562295	87.57
G001562315	87.54
G001562415	85.55
G001562425	88.61
G001562845	85.54
G001563055	90.07
G001563305	91.61
G001563325	90.3
G001563335	90.86
G001563795	89.27
G001563885	88.76
G001563955	88.46
G001564065	88.16
G001564135	89.9
G001564175	90.19
G001564205	89.4
G001564225	90.28
G001564285	88.14
G001564455	84.79
G001564695	89.94
G001564995	90.13
G001565895	87.54
G001566825	92.07
G001566885	89.05
G001566965	90.73
G001567105	89.39
G001567175	92.52
G001567185	91.12
G001567245	88.78
G001567275	91.88
G001567305	91.61
G001567355	92.08
G001567365	87.72
G001567405	85.61
G001567505	90.56
G001567515	87.13
G001567545	88.82
G001567725	76.11
G001568365	84.52
G001570425	92.53
G001570525	91.79
G001570625	84.82
G001571165	87.83
G001571285	88.59
G001571305	88.22
G001571365	90.93
G001571385	86.24
G001571405	87.75
G001572725	86.67
G001574475	87.93
G001574485	87.79
G001574495	87.78
G001574555	87.8
G001574565	87.71
G001574585	87.79
G001574605	87.71
G001574635	87.77
G001574655	88.21
G001574675	87.88
G001574695	87.89
G001574705	87.76
G001574735	87.86
G001574755	87.64
G001574775	87.91
G001574785	87.85
G001574795	87.73
G001574835	87.81
G001574865	87.73
G001574885	87.93
G001574905	87.79
G001574935	87.76
G001574945	87.73
G001575095	88.47
G001576965	92.23
G001576985	93.45
G001577025	94.85
G001577125	92.83
G001577135	93.66
G001577155	89.85
G001577185	93.7
G001577215	92.79
G001577525	88.99
G001577555	88.1
G001577565	87.77
G001577655	93.46
G001577715	59.72
G001577755	86.68
G001577775	91.73
G001578075	76.65
G001578105	88.8
G001578185	78.53
G001578205	87.99
G001578645	86.83
G001579845	87.79
G001579945	89.23
G001580015	85.46
G001580025	90.94
G001580195	87.16
G001580365	87.55
G001580615	89.52
G001582545	88.33
G001582555	88.1
G001582735	88.34
G001583415	93.05
G001583435	85.41
G001583575	88.56
G001584185	86.8
G001584645	87.91
G001584765	91.03
G001586165	85.63
G001586195	84.13
G001586215	89.82
G001586255	89.5
G001586735	87.99
G001586755	86.85
G001586785	81.87
G001586935	89.84
G001587325	88.82
G001587475	82.36
G001587505	84.77
G001587575	92.03
G001587595	89.8
G001587605	89.87
G001587635	90.07
G001587655	92.01
G001587675	90.87
G001587695	91.34
G001587715	91.46
G001590785	83.37
G001591125	88.57
G001591445	85.03
G001591525	83.09
G001591565	85.85
G001591585	83.57
G001591605	85.32
G001591825	86.82
G001591865	84.52
G001591905	85.17
G001592125	92.26
G001592145	91.64
G001592185	84.25
G001592435	91.14
G001592735	92.63
G001592745	91.98
G001592755	91.99
G001592855	85.94
G001592935	91.2
G001592945	91.21
G001592965	91.12
G001593005	91.34
G001593245	86.75
G001593535	85.6
G001593865	90.92
G001593925	88.88
G001593935	89.05
G001594015	87.75
G001594145	93.1
G001594265	87.08
G001595385	90.66
G001595875	90.68
G001595885	91.77
G001595945	85.26
G001596135	87.38
G001596795	87.55
G001597285	90.52
G001598035	82.69
G001598195	87.07
G001598215	86.79
G001598255	89.79
G001598375	90.82
G001598495	90.3
G001598535	90.17
G001598915	91.3
G001598935	85.66
G001600985	85.29
G001601155	86.37
G001601175	86.92
G001601215	87.75
G001601235	87.82
G001601575	90.01
G001601815	87.78
G001602535	89.19
G001602545	87.38
G001602605	88.67
G001602645	85.91
G001602685	89.92
G001602695	91.36
G001602775	90.42
G001602885	94.04
G001602955	93.8
G001602975	91.31
G001603035	91.5
G001603055	91.86
G001603075	89.26
G001603115	93.05
G001603145	89.0
G001603165	92.59
G001603205	89.73
G001603225	88.06
G001603385	90.74
G001603405	92.04
G001603415	91.02
G001603425	93.93
G001603555	93.0
G001603565	89.52
G001603685	88.16
G001603695	92.43
G001603745	88.96
G001603765	89.34
G001603775	92.28
G001603795	90.38
G001603805	92.05
G001603875	90.75
G001603905	91.01
G001603925	91.14
G001603945	89.31
G001603985	89.38
G001604005	92.43
G001604025	92.19
G001604065	92.2
G001604115	86.24
G001604165	91.72
G001604185	90.5
G001604195	91.56
G001604265	93.17
G001604275	90.03
G001604325	92.63
G001604355	91.46
G001604385	94.23
G001604425	95.23
G001604435	90.52
G001604445	90.63
G001604495	93.18
G001604505	94.78
G001604585	89.49
G001604605	93.05
G001604625	90.06
G001605965	87.6
G001606005	89.93
G001606025	83.4
G001606065	87.78
G001608445	90.63
G001610775	89.77
G001610875	89.5
G001610895	86.15
G001610955	85.34
G001610975	90.64
G001611135	85.26
G001611555	85.52
G001611675	85.61
G001611775	87.11
G001611795	87.88
G001611815	88.82
G001611905	81.59
G001611975	89.36
G001612575	88.03
G001612765	87.6
G001613465	88.06
G001613505	89.4
G001613545	92.33
G001614315	87.88
G001617355	89.16
G001617605	83.97
G001617995	89.33
G001618265	93.35
G001618685	85.16
G001618885	86.06
G001619695	90.3
G001620305	92.03
G001620325	85.0
G001623405	89.22
G001623875	82.06
G001624625	81.78
G001625015	88.32
G001625365	86.46
G001625425	81.7
G001625515	92.42
G001625535	92.52
G001626115	87.79
G001626275	87.92
G001626315	87.84
G001626655	94.08
G001626675	95.01
G001626685	93.53
G001626695	94.45
G001626755	93.99
G001626795	90.57
G001626845	94.87
G001626975	86.16
G001626995	85.77
G001627015	93.33
G001627075	92.91
G001627095	93.11
G001627135	86.76
G001627235	93.3
G001627375	93.31
G001627475	92.38
G001627595	93.27
G001627675	90.62
G001627685	90.61
G001627735	89.1
G001627755	89.05
G001627765	89.82
G001627795	89.03
G001627815	89.18
G001627835	89.57
G001627845	89.1
G001627865	89.15
G001627895	90.82
G001627915	90.25
G001627955	89.09
G001627975	89.63
G001628405	94.2
G001628435	94.09
G001628455	95.04
G001628475	95.18
G001628485	94.76
G001629155	92.36
G001629165	94.19
G001629185	95.15
G001629205	94.67
G001629235	92.88
G001629245	94.25
G001629255	94.14
G001629295	94.22
G001629315	90.39
G001629325	95.17
G001629355	89.22
G001629365	95.8
G001629395	90.83
G001629415	90.95
G001629435	90.47
G001629445	90.8
G001629475	91.16
G001629495	90.74
G001629515	91.0
G001630765	90.13
G001631935	84.84
G001631965	83.6
G001631985	83.82
G001632005	83.72
G001632025	83.72
G001632075	83.75
G001632105	84.89
G001632125	83.87
G001632145	83.15
G001632165	88.56
G001632285	86.41
G001632305	85.83
G001632485	90.86
G001632805	92.79
G001634425	91.7
G001636015	87.53
G001636145	87.87
G001636165	89.26
G001636615	89.57
G001637495	85.95
G001638255	87.53
G001639025	91.31
G001639275	84.12
G001640045	84.76
G001640365	75.91
G001641285	89.94
G001641695	84.88
G001642655	86.71
G001642725	89.78
G001642875	88.75
G001642915	87.66
G001642955	85.83
G001643095	86.21
G001643245	82.31
G001643385	84.45
G001643475	88.57
G001643535	87.3
G001643555	83.47
G001643585	88.55
G001643615	87.94
G001643635	89.6
G001643775	89.61
G001643955	91.3
G001644275	88.4
G001644385	91.01
G001644445	90.92
G001644565	86.44
G001644645	85.1
G001644955	90.0
G001645205	85.25
G001646665	86.83
G001647085	87.2
G001647285	85.85
G001647615	87.62
G001647675	86.35
G001648175	87.33
G001648575	84.51
G001648675	90.09
G001649505	88.41
G001649715	87.08
G001650195	83.71
G001650325	89.3
G001650905	91.41
G001652405	89.79
G001652445	88.23
G001652465	91.62
G001652485	87.02
G001652565	88.45
G001652585	94.06
G001652645	88.15
G001652665	88.15
G001652685	88.14
G001652725	90.37
G001653075	87.56
G001653295	88.16
G001653315	88.18
G001653755	91.02
G001653905	88.75
G001654455	87.02
G001654495	87.27
G001654775	75.52
G001654785	77.46
G001654795	76.84
G001654855	85.28
G001654915	88.86
G001655195	90.89
G001655245	92.71
G001656095	86.62
G001656105	85.99
G001656115	86.69
G001656125	86.07
G001656175	86.32
G001656195	86.22
G001656205	86.18
G001656215	86.03
G001656255	86.01
G001656275	86.68
G001656285	86.38
G001656335	86.32
G001656355	86.79
G001656375	87.01
G001656385	86.32
G001656415	85.16
G001656425	86.04
G001656455	86.33
G001656475	86.47
G001657315	89.08
G001657325	83.38
G001657475	88.42
G001659685	88.71
G001660005	86.75
G001660045	89.48
G001660655	84.7
G001660705	87.82
G001661495	89.23
G001661595	92.36
G001663375	87.95
G001663495	88.17
G001663575	88.84
G001663835	86.61
G001665955	89.53
G001672205	82.61
G001672295	84.39
G001672375	85.03
G001673105	92.64
G001674955	86.54
G001675935	86.05
G001676155	84.98
G001676225	86.52
G001676585	85.48
G001676615	87.1
G001676765	86.95
G001676785	87.22
G001677115	88.33
G001677275	86.11
G001677435	90.51
G001678035	90.26
G001678055	90.3
G001678465	90.46
G001678845	90.06
G001678905	90.85
G001679005	86.59
G001679075	85.8
G001679105	86.3
G001679155	86.88
G001679275	85.6
G001679325	91.11
G001679345	86.15
G001682255	88.23
G001682385	91.05
G001683355	82.74
G001683555	88.49
G001683795	90.75
G001683905	85.6
G001683915	91.02
G001683985	85.48
G001685155	85.23
G001685165	85.18
G001685435	86.87
G001685465	84.92
G001686985	87.03
G001687105	88.21
G001687195	88.97
G001687305	88.77
G001687335	89.73
G001687365	88.25
G001687565	82.61
G001688625	87.94
G001688965	84.77
G001689415	90.53
G001689425	90.01
G001689645	88.46
G001689655	89.45
G001690195	85.51
G001690255	85.84
G001690355	85.91
G001690385	86.12
G001690425	86.1
G001690435	83.49
G001690445	87.48
G001690495	85.53
G001690515	83.97
G001690525	84.65
G001690535	84.82
G001690585	85.75
G001693255	87.77
G001693275	87.7
G001693295	87.97
G001693385	83.94
G001693435	85.22
G001693475	87.93
G001693675	85.51
G001693745	87.27
G001693775	87.52
G001695855	87.04
G001696485	87.03
G001696705	84.58
G001696925	88.42
G001696935	88.59
G001696945	89.01
G001696955	88.65
G001697225	90.59
G001698145	88.62
G001698165	86.97
G001698225	91.16
G001698425	85.9
G001698445	82.21
G001700325	84.07
